,work_id,version,task,first_acc,first_C_NED,first_G_NED,character_acc,character_C_NED,character_G_NED,grapheme_acc,grapheme_C_NED,grapheme_G_NED,fps
0,rec_grapheme_10000_horizontal_C+F,231.0,test,0.9364753906459962,0.968943534334035,0.9834244083542356,0.8545081792108981,0.9345896773747236,0.9648817662673852,0.9364753906459962,0.968943534334035,0.9834244083542356,431.5269638506617
0,rec_grapheme_10000_horizontal_C+F,66.0,eval,0.8872950637849373,0.9471653016291264,0.9748368250450864,0.7499999846311479,0.8783323600263665,0.9356744418593904,0.8872950637849373,0.9471653016291264,0.9748368250450864,364.4805156095673
0,rec_grapheme_10000_horizontal_C+F,66.0,test,0.8852458834990599,0.9532307126419676,0.9759896244836892,0.7438524437735156,0.8818549985178035,0.9385248624792698,0.8852458834990599,0.9532307126419676,0.9759896244836892,446.9989245733862
0,rec_grapheme_10000_horizontal_C+F,236.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2374.405212217252
0,rec_grapheme_10000_horizontal_C+F,236.0,eval,0.9323770300742412,0.9660519132639636,0.983130041979836,0.8606557200685304,0.9360013349049948,0.9688828178811202,0.9323770300742412,0.9660519132639636,0.983130041979836,417.9864240993065
0,rec_grapheme_10000_horizontal_C+F,71.0,train,0.9687499697265636,0.98963541699056,0.9942534724018012,0.9406249706054698,0.978072917351888,0.9851562504638672,0.9687499697265636,0.98963541699056,0.9942534724018012,2169.8391711649588
0,rec_grapheme_10000_horizontal_C+F,236.0,test,0.9282786695024864,0.9662795999623944,0.9831511843161188,0.8401639172097558,0.9308718788560604,0.9639412033583912,0.9282786695024864,0.9662795999623944,0.9831511843161188,497.0569228765541
0,rec_grapheme_10000_horizontal_C+F,71.0,eval,0.8872950637849373,0.9453551923766011,0.97476472425725,0.7725409677757998,0.8886831599703879,0.9433710654331326,0.8872950637849373,0.9453551923766011,0.97476472425725,391.0207119678346
0,rec_grapheme_10000_horizontal_C+F,71.0,test,0.895491784928447,0.9548472882008264,0.978494178166428,0.7561475254887803,0.8870714634122098,0.9439915116863566,0.895491784928447,0.9548472882008264,0.978494178166428,445.2453231133194
0,rec_grapheme_10000_horizontal_C+F,241.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2107.396978699637
0,rec_grapheme_10000_horizontal_C+F,241.0,eval,0.9385245709318736,0.9682547820712818,0.9819561002049504,0.8586065397826529,0.9307677935082062,0.96243142370332,0.9385245709318736,0.9682547820712818,0.9819561002049504,409.36177862901854
0,rec_grapheme_10000_horizontal_C+F,76.0,train,0.9781249694335948,0.9908854169514972,0.9935590279790582,0.9562499701171884,0.9845709330218408,0.9895213296925378,0.9781249694335948,0.9908854169514972,0.9935590279790582,2211.317630197113
0,rec_grapheme_10000_horizontal_C+F,241.0,test,0.9344262103601186,0.9685109296070163,0.988228597691126,0.8463114580673882,0.9307385195041222,0.9642783965165432,0.9344262103601186,0.9685109296070163,0.988228597691126,446.22011717482496
0,rec_grapheme_10000_horizontal_C+F,76.0,eval,0.8831967032131823,0.9432718590859592,0.9748997099427482,0.7622950663464126,0.89239120048769,0.9411822915166695,0.8831967032131823,0.9432718590859592,0.9748997099427482,495.84532071324674
0,rec_grapheme_10000_horizontal_C+F,76.0,test,0.899590145500202,0.958441485368913,0.979426609407621,0.7643442466322901,0.8911275393113989,0.946841932306236,0.899590145500202,0.958441485368913,0.979426609407621,500.8675581956605
0,rec_grapheme_10000_horizontal_C+F,246.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2266.832793542589
0,rec_grapheme_10000_horizontal_C+F,81.0,train,0.9843749692382824,0.9943750001757812,0.9968750000976564,0.9687499697265636,0.9903348217306084,0.9934970240127418,0.9843749692382824,0.9943750001757812,0.9968750000976564,2305.6356447203725
0,rec_grapheme_10000_horizontal_C+F,246.0,eval,0.9344262103601186,0.9663397743041224,0.983133836758143,0.8586065397826529,0.9332349415190602,0.9614079177827548,0.9344262103601186,0.9663397743041224,0.983133836758143,500.6321903219319
0,rec_grapheme_10000_horizontal_C+F,81.0,eval,0.9057376863578344,0.9519011849564876,0.9782857364151266,0.7889344100628195,0.8968091356040282,0.9465605766003178,0.9057376863578344,0.9519011849564876,0.9782857364151266,550.441686282003
0,rec_grapheme_10000_horizontal_C+F,246.0,test,0.9364753906459962,0.9704234978738354,0.9872950822275598,0.8504098186391431,0.9343245850044076,0.9657448072766752,0.9364753906459962,0.9704234978738354,0.9872950822275598,497.7473048652163
0,rec_grapheme_10000_horizontal_C+F,81.0,test,0.895491784928447,0.9536543725344048,0.9769049792224996,0.7499999846311479,0.8830901988567907,0.9388907875303194,0.895491784928447,0.9536543725344048,0.9769049792224996,516.0096570716004
0,rec_grapheme_10000_horizontal_C+F,251.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2436.147213883987
0,rec_grapheme_10000_horizontal_C+F,86.0,train,0.9906249690429698,0.9969791667610676,0.9973958334147136,0.9718749696289072,0.9890104170100912,0.9938715279692926,0.9906249690429698,0.9969791667610676,0.9973958334147136,2398.6366391783235
0,rec_grapheme_10000_horizontal_C+F,251.0,eval,0.9364753906459962,0.9663479059719235,0.9840581363315348,0.8606557200685304,0.9314589852712998,0.9627011240187232,0.9364753906459962,0.9663479059719235,0.9840581363315348,435.4574551837847
0,rec_grapheme_10000_horizontal_C+F,86.0,eval,0.9057376863578344,0.9529794441069136,0.9751431178655944,0.7786885086334322,0.8950697718613727,0.9403704800145264,0.9057376863578344,0.9529794441069136,0.9751431178655944,454.1742289207885
0,rec_grapheme_10000_horizontal_C+F,251.0,test,0.9344262103601186,0.9685450826117812,0.9853787191824336,0.8463114580673882,0.9310117435422391,0.9656271691491528,0.9344262103601186,0.9685450826117812,0.9853787191824336,446.4773742646272
0,rec_grapheme_10000_horizontal_C+F,86.0,test,0.8975409652143246,0.952931467266887,0.9749184127786908,0.7622950663464126,0.8887734214829802,0.943355886319904,0.8975409652143246,0.952931467266887,0.9749184127786908,496.3952411526092
0,rec_grapheme_10000_horizontal_C+F,256.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2319.9490300886337
0,rec_grapheme_10000_horizontal_C+F,91.0,train,0.987499969140626,0.9971875000878906,0.9978819445106336,0.9656249698242196,0.9902083336393228,0.9927777780034722,0.987499969140626,0.9971875000878906,0.9978819445106336,2337.0298567495897
0,rec_grapheme_10000_horizontal_C+F,256.0,eval,0.9344262103601186,0.9671252934137088,0.9825337196744218,0.8483606383532657,0.9290113532631684,0.9663427559156496,0.9344262103601186,0.9671252934137088,0.9825337196744218,375.8090419158887
0,rec_grapheme_10000_horizontal_C+F,91.0,eval,0.9077868666437118,0.9558401648393408,0.9792192518786932,0.7807376889193097,0.895382027904935,0.9441769137122218,0.9077868666437118,0.9558401648393408,0.9792192518786932,537.7317646310709
0,rec_grapheme_10000_horizontal_C+F,256.0,test,0.940573751217751,0.9695355197499552,0.9871470858735798,0.8545081792108981,0.9358728545537374,0.9663595613624384,0.940573751217751,0.9695355197499552,0.9871470858735798,402.05321767360726
0,rec_grapheme_10000_horizontal_C+F,91.0,test,0.9098360469295892,0.9575193542402682,0.9799844418187766,0.7766393283475548,0.899119342426321,0.9469053593150843,0.9098360469295892,0.9575193542402682,0.9799844418187766,529.3727576807127
0,rec_grapheme_10000_horizontal_C+F,261.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2110.012659032595
0,rec_grapheme_10000_horizontal_C+F,96.0,train,0.9906249690429698,0.996562500107422,0.996562500107422,0.974999969531251,0.9951785715792412,0.9958556548914156,0.9906249690429698,0.996562500107422,0.996562500107422,2238.0354951568106
0,rec_grapheme_10000_horizontal_C+F,261.0,eval,0.9385245709318736,0.9663934433116098,0.9836369159394378,0.8504098186391431,0.9308214625156934,0.9621836788909798,0.9385245709318736,0.9663934433116098,0.9836369159394378,469.3675914761235
0,rec_grapheme_10000_horizontal_C+F,96.0,eval,0.9159835877872216,0.9590781949577392,0.9796751673867414,0.7766393283475548,0.892952285565966,0.9418699595570494,0.9159835877872216,0.9590781949577392,0.9796751673867414,450.41653529575
0,rec_grapheme_10000_horizontal_C+F,261.0,test,0.9508196526471384,0.9742486344074732,0.9903233153166898,0.8606557200685304,0.9377854228205564,0.9681013646054344,0.9508196526471384,0.9742486344074732,0.9903233153166898,449.44722747914494
0,rec_grapheme_10000_horizontal_C+F,96.0,test,0.9118852272154668,0.960177596444448,0.98156117220541,0.7766393283475548,0.8978581207503702,0.9472428235288302,0.9118852272154668,0.960177596444448,0.98156117220541,524.5653639361813
0,rec_grapheme_10000_horizontal_C+F,266.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2104.6940395473403
0,rec_grapheme_10000_horizontal_C+F,101.0,train,0.9906249690429698,0.9984077381449964,0.9984077381449964,0.9906249690429698,0.9981250000585936,0.9989583333658856,0.9906249690429698,0.9984077381449964,0.9984077381449964,2247.997703928432
0,rec_grapheme_10000_horizontal_C+F,266.0,eval,0.9385245709318736,0.9682181895661768,0.9824182499916462,0.8586065397826529,0.932768183787277,0.965353402999849,0.9385245709318736,0.9682181895661768,0.9824182499916462,355.4977247336694
0,rec_grapheme_10000_horizontal_C+F,101.0,eval,0.9200819483589764,0.9592522126486828,0.981238073938113,0.7991803114922068,0.90516767693678,0.9473902777716235,0.9200819483589764,0.9592522126486828,0.981238073938113,437.0934785981967
0,rec_grapheme_10000_horizontal_C+F,266.0,test,0.944672111789506,0.9719433065858613,0.9892702643364472,0.8483606383532657,0.9323209420582164,0.9660635686544784,0.944672111789506,0.9719433065858613,0.9892702643364472,315.14775556525325
0,rec_grapheme_10000_horizontal_C+F,101.0,test,0.9241803089307314,0.9650330152884856,0.9842535674143548,0.7766393283475548,0.9024029098844056,0.9516379899753252,0.9241803089307314,0.9650330152884856,0.9842535674143548,528.8613950211195
0,rec_grapheme_10000_horizontal_C+F,271.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2300.900476124059
0,rec_grapheme_10000_horizontal_C+F,106.0,train,0.9999999687500012,1.0,1.0,0.9843749692382824,0.9968229167659504,0.997586805630968,0.9999999687500012,1.0,1.0,2273.119277813953
0,rec_grapheme_10000_horizontal_C+F,271.0,eval,0.940573751217751,0.9689378421665744,0.983207021768353,0.8606557200685304,0.9311629925633396,0.9632814540441283,0.940573751217751,0.9689378421665744,0.983207021768353,474.7870574776711
0,rec_grapheme_10000_horizontal_C+F,106.0,eval,0.9118852272154668,0.95657201494144,0.9779561328135886,0.7909835903486969,0.898572894350087,0.9476393778619304,0.9118852272154668,0.95657201494144,0.9779561328135886,528.5781383879586
0,rec_grapheme_10000_horizontal_C+F,271.0,test,0.944672111789506,0.9712943994953334,0.9889173499538796,0.8524589989250205,0.9334479912154492,0.9659611096401846,0.944672111789506,0.9712943994953334,0.9889173499538796,435.1611265976021
0,rec_grapheme_10000_horizontal_C+F,106.0,test,0.9200819483589764,0.9633481337200974,0.9831986190449584,0.809426212921594,0.9158226012565626,0.9551473467426872,0.9200819483589764,0.9633481337200974,0.9831986190449584,522.15714197325
0,rec_grapheme_10000_horizontal_C+F,276.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2230.55019374639
0,rec_grapheme_10000_horizontal_C+F,111.0,train,0.9968749688476573,0.999218750024414,0.9997395833414714,0.9812499693359386,0.9952083334830728,0.9966666667708334,0.9968749688476573,0.999218750024414,0.9997395833414714,2600.4589688213214
0,rec_grapheme_10000_horizontal_C+F,276.0,eval,0.9385245709318736,0.9684743371019116,0.983540420148198,0.8524589989250205,0.9296944133584608,0.9626097782837576,0.9385245709318736,0.9684743371019116,0.983540420148198,438.507401393169
0,rec_grapheme_10000_horizontal_C+F,111.0,eval,0.9159835877872216,0.9567622959679858,0.9781740615106582,0.7930327706345744,0.8982655173072054,0.9485100084278352,0.9159835877872216,0.9567622959679858,0.9781740615106582,510.5980990668687
0,rec_grapheme_10000_horizontal_C+F,276.0,test,0.940573751217751,0.9706284159024232,0.9866955072550252,0.8524589989250205,0.9359753135680312,0.9669477520000516,0.940573751217751,0.9706284159024232,0.9866955072550252,536.2733747549131
0,rec_grapheme_10000_horizontal_C+F,111.0,test,0.9241803089307314,0.9659266855798264,0.9847905285448206,0.7991803114922068,0.9062719574241694,0.9503125281237458,0.9241803089307314,0.9659266855798264,0.9847905285448206,461.4955332582788
0,rec_grapheme_10000_horizontal_C+F,281.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2398.563939627363
0,rec_grapheme_10000_horizontal_C+F,116.0,train,0.9968749688476573,0.999218750024414,0.9997395833414714,0.9906249690429698,0.9971875000878906,0.998645833375651,0.9968749688476573,0.999218750024414,0.9997395833414714,2342.126420149762
0,rec_grapheme_10000_horizontal_C+F,281.0,eval,0.940573751217751,0.969157397197204,0.983919897978916,0.8586065397826529,0.9320851236919844,0.9641959956161588,0.940573751217751,0.969157397197204,0.983919897978916,513.169100943715
0,rec_grapheme_10000_horizontal_C+F,116.0,eval,0.9200819483589764,0.9602296391183752,0.9805631455106216,0.8114753932074715,0.9036698237278172,0.9492125845258502,0.9200819483589764,0.9602296391183752,0.9805631455106216,429.4001702119644
0,rec_grapheme_10000_horizontal_C+F,281.0,test,0.9426229315036284,0.9713683976723234,0.9870939589772793,0.8524589989250205,0.9351214884489156,0.9666176062873268,0.9426229315036284,0.9713683976723234,0.9870939589772793,497.6751923457076
0,rec_grapheme_10000_horizontal_C+F,116.0,test,0.9180327680730992,0.9640824233225368,0.9828058594901652,0.7950819509204519,0.9083967622205972,0.952086858037946,0.9180327680730992,0.9640824233225368,0.9828058594901652,471.96421793804393
0,rec_grapheme_10000_horizontal_C+F,286.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2342.599306458786
0,rec_grapheme_10000_horizontal_C+F,121.0,train,0.9937499689453136,0.9976562500732422,0.999218750024414,0.987499969140626,0.9967708334342448,0.9971875000878906,0.9937499689453136,0.9976562500732422,0.999218750024414,2039.1763058956008
0,rec_grapheme_10000_horizontal_C+F,286.0,eval,0.9364753906459962,0.9674863394640776,0.9828573600529056,0.8565573594967755,0.9317435936443385,0.9612170946450224,0.9364753906459962,0.9674863394640776,0.9828573600529056,470.0802283837047
0,rec_grapheme_10000_horizontal_C+F,121.0,eval,0.9200819483589764,0.9567135059611792,0.9785291443379728,0.7991803114922068,0.9023549330443792,0.944439295526604,0.9200819483589764,0.9567135059611792,0.9785291443379728,390.9551066184257
0,rec_grapheme_10000_horizontal_C+F,286.0,test,0.9385245709318736,0.9702015033428654,0.9874829237537652,0.8545081792108981,0.93699990371097,0.9675852747556578,0.9385245709318736,0.9702015033428654,0.9874829237537652,528.8607948627811
0,rec_grapheme_10000_horizontal_C+F,121.0,test,0.9262294892166087,0.9668886618806968,0.9834756378613828,0.809426212921594,0.914718320769173,0.9566281234492676,0.9262294892166087,0.9668886618806968,0.9834756378613828,504.7192765685234
0,rec_grapheme_10000_horizontal_C+F,291.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2209.441041132844
0,rec_grapheme_10000_horizontal_C+F,126.0,train,0.9999999687500012,1.0,1.0,0.9937499689453136,0.9989285714620536,0.9993452381156994,0.9999999687500012,1.0,1.0,2315.047129651733
0,rec_grapheme_10000_horizontal_C+F,291.0,eval,0.9364753906459962,0.9674863394640776,0.9828573600529056,0.8565573594967755,0.9305482384775764,0.9625452670525354,0.9364753906459962,0.9674863394640776,0.9828573600529056,497.2651804565948
0,rec_grapheme_10000_horizontal_C+F,126.0,eval,0.922131128644854,0.960576048166702,0.978727014921133,0.8114753932074715,0.9060946870661056,0.947196473022364,0.922131128644854,0.960576048166702,0.978727014921133,467.6339171235263
0,rec_grapheme_10000_horizontal_C+F,291.0,test,0.9426229315036284,0.970856102600854,0.9867714028211688,0.8524589989250205,0.9355654775108556,0.9666897070751632,0.9426229315036284,0.970856102600854,0.9867714028211688,491.5052740412035
0,rec_grapheme_10000_horizontal_C+F,126.0,test,0.9303278497883638,0.9664503649862176,0.9836786585008168,0.8114753932074715,0.9147345841047752,0.9571469238549778,0.9303278497883638,0.9664503649862176,0.9836786585008168,428.6181734422738
0,rec_grapheme_10000_horizontal_C+F,296.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2280.0438661908584
0,rec_grapheme_10000_horizontal_C+F,131.0,train,0.9999999687500012,1.0,1.0,0.9781249694335948,0.9939322918562824,0.9949565973798286,0.9999999687500012,1.0,1.0,2245.2153954459664
0,rec_grapheme_10000_horizontal_C+F,296.0,eval,0.9344262103601186,0.9669740443926084,0.9823450649814364,0.8545081792108981,0.9300359434061072,0.960496086766658,0.9344262103601186,0.9669740443926084,0.9823450649814364,403.40617874599786
0,rec_grapheme_10000_horizontal_C+F,131.0,eval,0.922131128644854,0.9625000007684426,0.9803500958142328,0.809426212921594,0.905523843986468,0.9477339762640168,0.922131128644854,0.9625000007684426,0.9803500958142328,430.3657351096964
0,rec_grapheme_10000_horizontal_C+F,296.0,test,0.944672111789506,0.9718806927437929,0.9871129328688152,0.8545081792108981,0.9363168436156776,0.9670160580095808,0.944672111789506,0.9718806927437929,0.9871129328688152,445.525118030637
0,rec_grapheme_10000_horizontal_C+F,131.0,test,0.9323770300742412,0.9692281427070736,0.9840012146569272,0.8217212946368587,0.9216652045716536,0.958064175982942,0.9323770300742412,0.9692281427070736,0.9840012146569272,358.37072926575297
0,rec_grapheme_10000_horizontal_C+F,11.0,eval,0.2254098314465198,0.536495157110001,0.7058012858053517,0.0,0.0388830913137456,0.2949429092883264,0.2254098314465198,0.536495157110001,0.7058012858053517,318.2050469701549
0,rec_grapheme_10000_horizontal_C+F,11.0,test,0.2540983554488042,0.543985014548837,0.7186489020269926,0.0020491802858774,0.034213199598155,0.3084195431855213,0.2540983554488042,0.543985014548837,0.7186489020269926,355.1173665036666
0,rec_grapheme_10000_horizontal_C+F,136.0,train,0.9968749688476573,0.999218750024414,0.9997395833414714,0.987499969140626,0.9971875000878906,0.9976041667415364,0.9968749688476573,0.999218750024414,0.9997395833414714,1675.5578683467104
