,work_id,version,task,first_acc,first_C_NED,first_G_NED,second_acc,second_C_NED,second_G_NED,third_acc,third_C_NED,third_G_NED,composed_acc,composed_C_NED,composed_G_NED,grapheme_acc,grapheme_C_NED,grapheme_G_NED,fps
0,rec_grapheme_10000_horizontal_G,11.0,train,0.6531249795898444,0.8618067999534581,0.9037239613419596,0.1156249963867188,0.5076984280828368,0.6108912158633533,0.3999999875000004,0.7184238679262382,0.7931981711450966,0.0562499982421875,0.2051116319831186,0.5117212454174411,0.3895833211588546,0.6959763653208443,0.7692711161168031,2099.973314147557
0,rec_grapheme_10000_horizontal_G,176.0,test,0.9364753906459962,0.9720433260998148,0.9873796515726913,0.9385245709318736,0.9705487255579724,0.9880426535540744,0.9569671935047708,0.9858069870199584,0.9919772965474336,0.8668032609261628,0.9378342128273628,0.9710114174558552,0.9439890516942137,0.9761330128925816,0.9891332005580664,386.0093975523956
0,rec_grapheme_10000_horizontal_G,11.0,eval,0.6270491674785007,0.844650178827426,0.8911768714293923,0.1045081945797501,0.4726832986016631,0.5866914496178455,0.3770491726014514,0.7010579361284639,0.7788584809822778,0.0532786874328137,0.1920895299565306,0.4825941753176453,0.3695355115532341,0.6727971378525176,0.7522422673431718,475.6211912097876
0,rec_grapheme_10000_horizontal_G,11.0,test,0.6434426097655204,0.857323087398431,0.8974675049989065,0.086065572006853,0.4657274699646013,0.5734907711651316,0.415983598033123,0.7331446841048287,0.7978963416382158,0.0450819662893039,0.1960838051804319,0.4833555704794218,0.3818305932684988,0.6853984138226203,0.7562848726007513,472.653819693496
0,rec_grapheme_10000_horizontal_G,181.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1932.925903713602
0,rec_grapheme_10000_horizontal_G,181.0,eval,0.9364753906459962,0.9674830867969572,0.9822979013081898,0.9159835877872216,0.9608362615363372,0.9810559245793684,0.9549180132188932,0.9767076507505262,0.9847059591996892,0.8565573594967755,0.9280534427961986,0.9641377186635844,0.9357923305507038,0.9683423330279404,0.9826865950290824,493.0919231189742
0,rec_grapheme_10000_horizontal_G,16.0,train,0.5624999824218756,0.7856758499515979,0.8859585849130005,0.3406249893554691,0.7136346815679637,0.8412677794312813,0.4531249858398442,0.782622774650181,0.8789827253426364,0.1499999953125001,0.4272867242464959,0.7141410472928802,0.4520833192057296,0.7606444353899141,0.8687363632289727,2163.267958619281
0,rec_grapheme_10000_horizontal_G,181.0,test,0.9323770300742412,0.968403591592042,0.98490870878353,0.9344262103601186,0.9717554650596558,0.987192623213266,0.9549180132188932,0.98323412732769,0.9904366165547184,0.8688524412120402,0.9381049973651396,0.9690763515747864,0.9405737512177512,0.9744643946597958,0.9875126495171714,369.1728996385466
0,rec_grapheme_10000_horizontal_G,16.0,eval,0.5860655617609516,0.7919081814694849,0.8856221291544601,0.3668032711720641,0.7270524385882435,0.8406762327730277,0.4098360571754906,0.7419659173354629,0.8592045089134298,0.1639344228701962,0.4520768392268925,0.7165783083492386,0.4542349633695021,0.7536421791310638,0.8618342902803059,420.8938901454247
0,rec_grapheme_10000_horizontal_G,16.0,test,0.5881147420468291,0.8008505765503557,0.8860287125445152,0.3401639274556572,0.6781030510927358,0.8127488328769267,0.4262294994625102,0.7378561724287865,0.8555563716822625,0.1639344228701962,0.4343571219215134,0.70174289361291,0.4515027229883322,0.7389366000239593,0.8514446390345682,507.4602993121229
0,rec_grapheme_10000_horizontal_G,186.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1953.4557919445583
0,rec_grapheme_10000_horizontal_G,186.0,eval,0.9364753906459962,0.9666943150202504,0.9821791789582938,0.9241803089307314,0.964319868022329,0.981753079565516,0.963114734362403,0.9789845177348344,0.9860720793902742,0.8647540806402852,0.930544985810456,0.9635554912490256,0.9412568113130436,0.9699995669258048,0.9833347793046948,477.4318260489279
0,rec_grapheme_10000_horizontal_G,21.0,train,0.8687499728515634,0.9364161726219152,0.9634350209839254,0.6718749790039069,0.8693675636060731,0.9158829391365948,0.8312499740234384,0.9349181567957124,0.9641741082624162,0.5624999824218756,0.75087426373756,0.8761007809882527,0.7906249752929696,0.9135672976745668,0.9478306894609788,2094.604698860598
0,rec_grapheme_10000_horizontal_G,186.0,test,0.9426229315036284,0.9707796649235236,0.9842966652537004,0.9282786695024864,0.9690037086757632,0.9853667927363252,0.944672111789506,0.9817972616272354,0.9895098774809864,0.8688524412120402,0.9381781823753496,0.9682515294041614,0.9385245709318736,0.973860211742174,0.9863911118236708,458.4990088437765
0,rec_grapheme_10000_horizontal_G,21.0,eval,0.809426212921594,0.9044350136679008,0.9507811832446826,0.7110655591994763,0.8679238252409573,0.9162064159767744,0.7971311312063293,0.9175928653368624,0.9545469586033724,0.5573770377586673,0.7416577271258011,0.8767559006953264,0.7725409677757998,0.8966505680819067,0.9405115192749433,426.6872405753614
0,rec_grapheme_10000_horizontal_G,21.0,test,0.8114753932074715,0.9116705716773204,0.9528016316376628,0.6700819534819272,0.8536714510859675,0.9138628693164972,0.8032786720639616,0.9244852669650756,0.9612355264253716,0.5225409728987506,0.7421415613599667,0.8677633603296822,0.7616120062511201,0.8966090965761212,0.942633342459844,485.0040651125691
0,rec_grapheme_10000_horizontal_G,191.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1997.594511394876
0,rec_grapheme_10000_horizontal_G,191.0,eval,0.9364753906459962,0.9656014188677824,0.9832053954347928,0.922131128644854,0.9659624649181514,0.9812814428330522,0.963114734362403,0.9793748377892876,0.9864298727735228,0.8565573594967755,0.928964189589922,0.964954951277595,0.9405737512177512,0.9703129071917406,0.9836389036804558,465.48373116878
0,rec_grapheme_10000_horizontal_G,26.0,train,0.8718749727539071,0.9410379482711356,0.970152530694638,0.8531249733398446,0.9409077399418712,0.9708928580524552,0.9031249717773449,0.962291667845052,0.9767013896169704,0.7406249768554696,0.8594382484401738,0.931965527919728,0.8760416392903655,0.9480791186860196,0.972582259454688,2095.53555626029
0,rec_grapheme_10000_horizontal_G,191.0,test,0.940573751217751,0.9728597455470452,0.9868245297174694,0.9262294892166087,0.9679189441910964,0.9866803281417964,0.9508196526471384,0.9829121132827664,0.9919360960972416,0.8668032609261628,0.9401411669825352,0.9719091535810966,0.939207631027166,0.9745636010069694,0.9884803179855024,418.2207383364357
0,rec_grapheme_10000_horizontal_G,26.0,eval,0.836065556638001,0.92178474008833,0.9625081324362438,0.8237704749227363,0.9200120365076898,0.9570870205688432,0.87704916235555,0.9490778698959452,0.9701546107252124,0.7028688380559664,0.8371072437751247,0.9201605749728566,0.8456283979720958,0.930291548830655,0.963249921243433,416.9416751410829
0,rec_grapheme_10000_horizontal_G,26.0,test,0.8381147369238784,0.9229776557547512,0.9600613135948924,0.7950819509204519,0.915124090992448,0.9596165113661722,0.8729508017837951,0.9543772778019228,0.9747210843067172,0.6803278549113145,0.8275769291122343,0.9156203937839084,0.8353824965427085,0.930826341516374,0.964799636422594,414.91418358592233
0,rec_grapheme_10000_horizontal_G,196.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1841.4866665986144
0,rec_grapheme_10000_horizontal_G,196.0,eval,0.9303278497883638,0.9642466830121192,0.9815096716426698,0.922131128644854,0.9660047495907172,0.9817812693472264,0.9692622752200354,0.9808743173318104,0.9875802327117852,0.8668032609261628,0.9328324239629056,0.9657288149966664,0.9405737512177512,0.9703752499782156,0.9836237245672272,496.7702208666981
0,rec_grapheme_10000_horizontal_G,31.0,train,0.912499971484376,0.959218751274414,0.977864584025065,0.9093749715820322,0.9635639892338634,0.9802852188700552,0.9312499708984384,0.9735937508251952,0.9834548616281468,0.8124999746093758,0.8991815507696242,0.9529265887726316,0.9177083046549488,0.9654588304444908,0.9805348881744224,2139.8724128501403
0,rec_grapheme_10000_horizontal_G,196.0,test,0.9385245709318736,0.9708447182659324,0.985682301447008,0.9344262103601186,0.97090163994054,0.9862629025280067,0.9549180132188932,0.9839968777674332,0.9899319110398634,0.8749999820696726,0.9397150675897576,0.9704278347633294,0.9426229315036284,0.9752477453246352,0.987292371671626,355.11420954165226
0,rec_grapheme_10000_horizontal_G,31.0,eval,0.8647540806402852,0.9312337380732092,0.9646028500618072,0.8545081792108981,0.936247724439368,0.9628859839334016,0.9077868666437118,0.9592489599815625,0.9750628854099568,0.7643442466322901,0.865145234353321,0.9314589852712998,0.875683042164965,0.9422434741647132,0.967517239801722,435.82590920889305
0,rec_grapheme_10000_horizontal_G,31.0,test,0.8749999820696726,0.9410584191104996,0.9680880828813592,0.8422130974956333,0.930633620989488,0.9663931722560164,0.899590145500202,0.963604281255832,0.97969034649997,0.7336065423441283,0.8600962818156175,0.9302755565506462,0.8722677416885026,0.9450987737852732,0.9713905338791152,452.1080462069655
0,rec_grapheme_10000_horizontal_G,201.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1788.6750829371847
0,rec_grapheme_10000_horizontal_G,201.0,eval,0.9385245709318736,0.96765059915366,0.9815600879830366,0.9200819483589764,0.9636709609318012,0.9799028540851722,0.9569671935047708,0.9768361311017836,0.9864336675518298,0.8545081792108981,0.9266808172713727,0.9614160494505558,0.9385245709318736,0.969385897062415,0.9826322032066797,428.47713774316793
0,rec_grapheme_10000_horizontal_G,36.0,train,0.9343749708007822,0.9689062509716796,0.983281250522461,0.9281249709960948,0.9696354176155598,0.9830381949745008,0.9468749704101572,0.9798437506298828,0.9854687504541016,0.8468749735351572,0.9185267882603236,0.9596759271860532,0.9364583040690114,0.9727951397390407,0.9839293986503544,2168.3535478399363
0,rec_grapheme_10000_horizontal_G,201.0,test,0.9528688329330156,0.9754244735715124,0.9893437204022504,0.9364753906459962,0.9715847000358326,0.986627201245496,0.959016373790648,0.9841448741214132,0.9903607209885747,0.8729508017837951,0.9404509835257572,0.9710293071250174,0.9494535324565532,0.9770513492429196,0.9887772142121072,462.1042486271188
0,rec_grapheme_10000_horizontal_G,36.0,eval,0.8852458834990599,0.9394987652262484,0.9731866385926496,0.8647540806402852,0.9381180080336212,0.965809047452304,0.9118852272154668,0.9626756447929464,0.9777382041165192,0.7807376889193097,0.8796179767057206,0.940761342180166,0.8872950637849373,0.9467641393509388,0.9722446300538242,484.7696956065759
0,rec_grapheme_10000_horizontal_G,36.0,test,0.8934426046425696,0.9510254043343088,0.9737631738397476,0.8668032609261628,0.9428221778565584,0.9744592446035218,0.899590145500202,0.9652265489821518,0.9809141625040358,0.7520491649170253,0.8796342400413228,0.9424155944665032,0.8866120036896449,0.9530247103910062,0.9763788603157684,466.15062620141225
0,rec_grapheme_10000_horizontal_G,206.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2270.2588084725016
0,rec_grapheme_10000_horizontal_G,206.0,eval,0.9344262103601186,0.9662308099555876,0.9828725391661344,0.9282786695024864,0.9672147417595208,0.981574182873892,0.9569671935047708,0.9767678250922543,0.9850675473612448,0.8606557200685304,0.9347571897314264,0.9667726500867344,0.9398906911224586,0.9700711256024542,0.9831714231337568,535.800750730956
0,rec_grapheme_10000_horizontal_G,41.0,train,0.9437499705078136,0.9712500008984376,0.9844097227094184,0.9406249706054698,0.9723437508642578,0.9877951392702908,0.9593749700195324,0.9853929928807114,0.990323548282187,0.8593749731445322,0.9260788713576544,0.9646676598342944,0.947916637044272,0.9763289148811356,0.9875094700872988,1917.9403709646976
0,rec_grapheme_10000_horizontal_G,206.0,test,0.9467212920753834,0.9751854025381602,0.9864027672141856,0.9303278497883638,0.9681466308895272,0.9835382517034512,0.9569671935047708,0.9848279342167058,0.991499154480729,0.8749999820696726,0.9377146773106868,0.9666655831273532,0.944672111789506,0.976053322548131,0.9871467244661218,429.6728996137015
0,rec_grapheme_10000_horizontal_G,41.0,eval,0.899590145500202,0.9462805761723664,0.975596864928896,0.8729508017837951,0.9437760224896274,0.9684290708178188,0.913934407501344,0.9649720277799771,0.9789059116127572,0.7889344100628195,0.8864949281651118,0.9464120381351512,0.895491784928447,0.9516762088139904,0.9743106157864908,390.657571357133
0,rec_grapheme_10000_horizontal_G,41.0,test,0.9098360469295892,0.9581145923233088,0.9763918709842502,0.8749999820696726,0.9485899698278792,0.97540495756879,0.9118852272154668,0.9698030516206114,0.983441484856618,0.7643442466322901,0.8902794063597441,0.9450068859391209,0.8989070854049096,0.9588358712572664,0.9784127711365526,388.8700010207793
0,rec_grapheme_10000_horizontal_G,211.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2119.5518210609384
0,rec_grapheme_10000_horizontal_G,211.0,eval,0.940573751217751,0.968507676939896,0.9846986406986682,0.9262294892166087,0.9671659517527144,0.9824090341014716,0.959016373790648,0.9778834899145656,0.9866949651438386,0.8688524412120402,0.9377715989852944,0.9662955922424032,0.941939871408336,0.971185706202392,0.984600879981326,559.3648614965487
0,rec_grapheme_10000_horizontal_G,46.0,train,0.9687499697265636,0.979218750649414,0.9882118059239366,0.9437499705078136,0.9741666674739584,0.98572916711263,0.9843749692382824,0.992291666907552,0.9940277779644096,0.9187499712890634,0.9471205373667688,0.9721949413450984,0.9656249698242196,0.9818923616769748,0.9893229170003256,1675.2243430717829
0,rec_grapheme_10000_horizontal_G,211.0,test,0.9364753906459962,0.9709130242754616,0.984839860662814,0.9385245709318736,0.9713683976723232,0.9876783548365852,0.9569671935047708,0.9864127962711404,0.9926324379166092,0.8790983426414275,0.941786203378698,0.97109707102336,0.9439890516942134,0.9762314060729752,0.9883835511386692,352.6519158314352
0,rec_grapheme_10000_horizontal_G,46.0,eval,0.9118852272154668,0.953418554168173,0.9789162117253052,0.87704916235555,0.9454283773868112,0.9705508940027192,0.9180327680730992,0.967052921570279,0.9795637635378664,0.8053278523498392,0.8987664280437533,0.9520540603111484,0.902322385881372,0.9552999510417544,0.9763436230886304,427.2470122634638
0,rec_grapheme_10000_horizontal_G,46.0,test,0.9241803089307314,0.9652411859841936,0.9844368009954728,0.8975409652143246,0.9561686842185052,0.9797526892864452,0.922131128644854,0.9705430333905116,0.9844660749995569,0.7991803114922068,0.9048155757209922,0.956371433802346,0.9146174675966366,0.9639843011977368,0.9828851884271582,392.2388716833132
0,rec_grapheme_10000_horizontal_G,216.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1869.2843664458808
0,rec_grapheme_10000_horizontal_G,216.0,eval,0.9282786695024864,0.9621129333811104,0.9815839408752532,0.9200819483589764,0.9626236021190192,0.9812418687164202,0.9569671935047708,0.976528754058902,0.9856654960002192,0.8504098186391431,0.9267596944490436,0.9644946988800528,0.9351092704554111,0.9670884298530104,0.9828304351972976,426.8624595978116
0,rec_grapheme_10000_horizontal_G,51.0,train,0.962499969921876,0.977864584025065,0.991024305836046,0.962499969921876,0.9824479172151692,0.9909548613937716,0.962499969921876,0.9851562504638672,0.990781250288086,0.9093749715820322,0.9492075908729772,0.975773810280878,0.962499969921876,0.9818229172347004,0.9909201391726344,1939.7266913223173
0,rec_grapheme_10000_horizontal_G,216.0,test,0.9385245709318736,0.9706885902441512,0.9853288449532536,0.9364753906459962,0.9708333339310108,0.9870142686328284,0.9569671935047708,0.9849531619008428,0.99116141921139,0.8811475229273049,0.9419496499015,0.9703256468046288,0.9439890516942134,0.9754916953586684,0.987834844265824,442.6346822089057
0,rec_grapheme_10000_horizontal_G,51.0,eval,0.9077868666437118,0.952481786037486,0.9773245732810364,0.8852458834990599,0.9509188794861144,0.9729616624501524,0.9385245709318736,0.9717001697186084,0.981909749698484,0.8258196552086137,0.9048302127230342,0.954981731775138,0.9105191070248816,0.9583669450807364,0.977398661809891,433.7373568364576
0,rec_grapheme_10000_horizontal_G,51.0,test,0.9241803089307314,0.9657705575580454,0.9834672351379882,0.8872950637849373,0.9502480168925236,0.977480972358411,0.9180327680730992,0.9698827419650622,0.9843408473154198,0.7889344100628195,0.9012490262234294,0.9529645360492782,0.9098360469295892,0.961967105471877,0.9817630182706064,489.5601339714817
0,rec_grapheme_10000_horizontal_G,221.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1958.1116329847869
0,rec_grapheme_10000_horizontal_G,221.0,eval,0.940573751217751,0.9688378226526208,0.9838675842493956,0.922131128644854,0.9642548146799202,0.98072306831071,0.959016373790648,0.9766051917362324,0.9860812952804489,0.8668032609261628,0.9367697775121988,0.9655461235267352,0.9405737512177512,0.9698992763562576,0.9835573159468516,490.3347116031976
0,rec_grapheme_10000_horizontal_G,56.0,train,0.9718749696289072,0.985781250444336,0.9929687502197264,0.9593749700195324,0.9802083339518228,0.9909375002832032,0.9812499693359386,0.992291666907552,0.994548611281467,0.9281249709960948,0.9626376499770972,0.9818241573140268,0.9708333029947928,0.9860937504345704,0.9928182872614656,2114.244610554024
0,rec_grapheme_10000_horizontal_G,221.0,test,0.9426229315036284,0.9719376144184004,0.9876783548365852,0.9364753906459962,0.9721344007791872,0.9872679766682227,0.963114734362403,0.9862054387422122,0.99145741191935,0.8852458834990599,0.9458089394399029,0.97338776184293,0.947404352170676,0.9767591513132666,0.9888012478080528,411.4564158072962
0,rec_grapheme_10000_horizontal_G,56.0,eval,0.9077868666437118,0.9549521867154608,0.9759318896423012,0.8872950637849373,0.9510685021736548,0.9731904333709568,0.940573751217751,0.9735867166484636,0.9838418339680256,0.8258196552086137,0.908033276669888,0.9530978954012164,0.9118852272154668,0.959869135179193,0.9776547189937612,555.1074989534586
0,rec_grapheme_10000_horizontal_G,56.0,test,0.9364753906459962,0.9715391626961464,0.9862629025280067,0.9036885060719568,0.9580153859761354,0.9793414979513028,0.9282786695024864,0.9725580606716244,0.9840790076122244,0.831967196066246,0.9154737527078952,0.9601453408288372,0.9228141887401464,0.967370869781302,0.983227802697178,510.3575358794037
0,rec_grapheme_10000_horizontal_G,226.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1782.1266901876318
0,rec_grapheme_10000_horizontal_G,226.0,eval,0.9426229315036284,0.9691224310256592,0.9838852028629648,0.9262294892166087,0.9648240314259972,0.9809832816803452,0.9610655540765256,0.9779713119268174,0.9860108208261724,0.8627049003544078,0.9303555179506904,0.9628458677055828,0.9433059915989208,0.970639258126158,0.9836264351231608,508.945148693068
